Lough,RepresentativeMonitoringPoints,ShellfishSpecies,DateOfSampling,DSPAlgae,ASPAlgae,PSPAlgae,Status,Comments
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-01-13,No harmful species,No harmful species,No harmful species,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-01-28,No harmful species,No harmful species,No harmful species,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-02-10,No harmful species,300,No harmful species,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-02-24,No harmful species,No harmful species,No harmful species,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-03-09,No harmful species,No harmful species,No harmful species,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-03-23,,,,Oysters Open/Mussels de-classified 01/01/2020,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,,,,,Oysters Open/Mussels de-classified 01/01/2020,
